Piece,Rep,Li7,Na23,Mg25,Al27,K39,Ca42,Ti49,Mn55,Fe57,Rb85,Sr88,Zr90,Ba137,La139,Ce140,Nd146,Hf178,Pb208
20,3,1.24,100500,23240,2656,1210,63180,180,18.89,665,2.07,30.17,35.5,10.5,4.08,9.31,3.64,0.87,1.14
20,4,1.42,100960,23170,2673,1217,63430,171,18.73,656,2.05,30.82,36.6,9.89,4.18,9.43,3.63,0.91,1.002
20,5,1.33,100500,23020,2695,1199,63440,175,18.22,671,2.17,30.41,36.7,11.3,4.21,9.72,3.57,0.84,1.107
21,1,1.49,100630,23270,2706,1201,63370,175,18.65,666,2.19,30.31,35.6,10.8,4.19,9.69,3.13,1.14,0.982
21,2,1.43,100700,23280,2737,1199,63600,169,18.5,664,2.07,31.32,35.6,11.6,4.22,9.5,3.77,0.96,1.051
21,3,1.53,100600,23080,2702,1207,62760,169,18.99,693,1.95,30.35,35.5,10.5,4.17,9.61,3.6,1.07,1.08
21,4,1.35,100090,23070,2705,1182,63420,172,18.58,659,2.28,31.44,34.9,11.09,4.43,9.4,3.23,0.85,1.074
21,5,1.29,100400,23060,2705,1181,63660,177,18.6,662,2.18,31.05,35.7,10.08,4.2,9.69,3.56,0.86,1.1
22,1,1.48,100700,23270,2707,1195,62900,180,18,654,2.21,30.59,34.4,11.1,4.29,9.53,3.62,0.99,0.995
22,2,1.46,101600,23380,2683,1213,62900,169,18.7,673,2.02,31.01,35.1,10.9,4.08,9.65,3.28,0.98,0.993
22,3,1.28,100870,23170,2703,1236,63700,167.9,19.24,657,2.18,31.08,36.2,11.2,4.11,9.55,3.6,1.02,1.046
22,4,1.41,100750,23110,2684,1199,63300,166,18.05,663,2.16,30.2,36.1,10.4,4.29,9.57,3.33,0.92,0.994
22,5,1.38,101400,23440,2718,1198,64030,168,18.66,677,2.27,31.34,36.2,11.06,4.22,9.67,3.4,1.03,1.117
23,1,1.55,100390,23380,2747,1200,63490,173,18.7,670,2.06,31.13,37.1,11.9,4.22,9.58,3.47,0.97,1.109
23,2,1.47,99980,23080,2696,1204,62350,174,18.14,657,2.12,30.6,37.9,11.4,4.46,9.84,3.46,1.01,1.154
23,3,1.53,101810,23170,2678,1226,62720,171,18.73,691,2.07,30.28,35.5,10.09,4.18,9.99,3.54,0.92,1.021
23,4,1.55,101200,23180,2689,1210,62950,165.8,18.28,706,2.16,31.04,34.7,11.4,4.35,9.09,3.36,0.89,1.066
23,5,1.53,102400,23330,2681,1230,63870,169,18.6,693,2.3,32.22,36.4,11.4,4.27,10.13,3.86,0.94,1.12
24,1,1.67,101860,23370,2683,1223,62450,168,18.92,662,2.18,30.59,34.5,10.3,4.18,9.41,3.62,0.88,1.07
24,2,1.72,102580,23200,2681,1227,63330,178,18.21,664,2.16,30.81,37.9,9.53,4.1,9.8,3.33,1.02,1.086
24,3,1.59,101220,23080,2665,1227,62410,166,18.61,682,2.06,31.45,38,11.6,4.24,9.69,4.18,0.97,1.06
24,4,1.67,102300,23260,2676,1218,62980,157,18.58,634,2.33,31.91,37,10.58,4.25,9.79,3.58,0.93,0.998
24,5,1.68,102700,23180,2660,1235,63050,179,18.05,692,2.08,30.3,36.9,11,4.37,9.88,3.49,0.94,1.015
24,6,1.66,102410,23160,2646,1245,63120,169,18.57,673,2.07,30.95,36.1,11.1,3.82,9.72,3.54,1.03,1.08
24,7,1.5,103400,23140,2654,1258,62380,161,18.01,667,2.06,31.09,35.3,11.2,4.35,9.76,3.41,1,1.06
24,8,1.36,100900,23030,2665,1218,63160,180,17.98,654,2.12,31.12,36.2,10.5,4.13,9.79,3.68,1.01,1.015
24,9,1.5,103000,23330,2694,1233,63030,165,19.19,657,2.13,31.3,36.4,11.8,4.45,9.64,3.55,1.02,1.06
24,10,1.68,103600,23260,2666,1245,63220,173,18.27,656,2.12,31.62,35.8,11.2,4.22,10.06,3.38,1.01,1.075
24,11,1.62,101900,23040,2687,1243,62870,173,17.95,674,1.93,30.96,38,10.5,4.32,9.45,3.27,0.98,1.078
24,12,1.35,102300,22840,2630,1247,62100,161,18.49,670,2.2,30.64,34.4,10.6,3.97,9.69,3.52,0.95,1.15
24,13,1.55,101990,23160,2687,1234,63320,172,18.55,674,2.05,31.71,36,11.1,4.12,9.47,3.76,0.82,1.062
24,14,1.46,102530,23220,2676,1239,63150,167,18.34,672,2.03,32.04,35.6,10.1,4.42,10.07,3.71,0.94,1.07
24,15,1.51,102100,23140,2622,1252,62910,157,19.08,659,2.04,31.34,35.8,11.4,4.14,9.63,3.41,0.9,1.145
24,16,1.59,103120,22960,2627,1286,62700,155,17.84,679,1.99,30.75,35.1,10.6,4.29,10.02,3.41,0.89,1.121
24,17,1.59,100670,23020,2655,1219,62590,167,18.13,678,2.11,30.76,36.5,10.7,4.21,9.73,3.16,0.92,1.042
24,18,1.5,102000,22910,2632,1261,62170,161,18.16,684,2.31,31.18,37,10.3,4.14,9.5,3.5,0.85,1.089
24,19,1.46,102100,22720,2626,1256,61930,168,18.68,666,2.16,30.95,34.7,9.9,4.06,9.86,3.19,0.79,1.09
24,20,1.4,101300,23270,2670,1230,63270,168,18.1,691,2.21,31.04,35.3,11.6,4.35,9.57,3.53,0.9,1.13
